"Symbol","Name","Entrez.ID","Ensembl.ID"
"GCNT1P4","glucosaminyl (N-acetyl) transferase 1 pseudogene 4","100462829","ENSG00000219653.1"
"ZNF433-AS1","ZNF433 and ZNF878 antisense RNA 1","101928464","ENSG00000219665.8"
"","","0","ENSG00000219666.2"
"BECN1P2","beclin 1 pseudogene 2","100420149","ENSG00000219669.1"
"","","0","ENSG00000219681.2"
"","","0","ENSG00000219682.4"
"FGF7P8","fibroblast growth factor 7 pseudogene 8","100113421","ENSG00000219693.3"
"","","0","ENSG00000219699.2"
"PTCHD3P3","patched domain containing 3 pseudogene 3","100533665","ENSG00000219700.1"
"","","0","ENSG00000219702.1"
"RAP1BP3","RAP1B, member of RAS oncogene family pseudogene 3","100132917","ENSG00000219703.1"
"","","0","ENSG00000219712.1"
"RPL26P20","ribosomal protein L26 pseudogene 20","100271191","ENSG00000219722.1"
"","","0","ENSG00000219736.1"
"CD83P1","CD83 molecule pseudogene 1","100128240","ENSG00000219738.2"
"","","0","ENSG00000219747.1"
"","","0","ENSG00000219755.1"
"","","0","ENSG00000219757.1"
"","","0","ENSG00000219758.6"
"VN1R11P","vomeronasal 1 receptor 11, pseudogene","387317","ENSG00000219770.1"
"RPSAP45","ribosomal protein SA pseudogene 45","728562","ENSG00000219773.1"
"RPL21P67","ribosomal protein L21 pseudogene 67","100271180","ENSG00000219776.2"
"","","0","ENSG00000219784.2"
"OSTCP6","oligosaccharyltransferase complex subunit pseudogene 6",NA,"ENSG00000219790.3"
"PPIAP9","peptidylprolyl isomerase A pseudogene 9","5491","ENSG00000219797.2"
"ATP5PBP6","ATP synthase peripheral stalk-membrane subunit b pseudogene 6","645440","ENSG00000219806.1"
"ARF1P1","ADP ribosylation factor 1 pseudogene 1","442334","ENSG00000219807.2"
"RPL23AP47","ribosomal protein L23a pseudogene 47","729277","ENSG00000219814.2"
"RPL31P28","ribosomal protein L31 pseudogene 28","442217","ENSG00000219863.5"
"","","0","ENSG00000219867.1"
"","","0","ENSG00000219870.2"
"GAPDHP42","glyceraldehyde 3 phosphate dehydrogenase pseudogene 42","100240707","ENSG00000219881.1"
"ZSCAN12P1","zinc finger and SCAN domain containing 12 pseudogene 1","221584","ENSG00000219891.2"
"RPL35P3","ribosomal protein L35 pseudogene 3","728010","ENSG00000219902.1"
"OR7E104P","olfactory receptor family 7 subfamily E member 104 pseudogene","81137","ENSG00000219926.10"
"","","0","ENSG00000219928.2"
"GAPDHP67","glyceraldehyde 3 phosphate dehydrogenase pseudogene 67","2609","ENSG00000219930.4"
"RPL12P8","ribosomal protein L12 pseudogene 8","645161","ENSG00000219932.6"
"SPTLC1P3","serine palmitoyltransferase long chain base subunit 1 pseudogene 3",NA,"ENSG00000219940.2"
"KRT18P50","keratin 18 pseudogene 50","442236","ENSG00000219941.1"
"","","0","ENSG00000219951.4"
"BTF3P7","basic transcription factor 3 pseudogene 7","652960","ENSG00000219986.2"
"","","0","ENSG00000219992.2"
"","","0","ENSG00000219993.1"
"","","0","ENSG00000220008.3"
"","","0","ENSG00000220030.1"
"RPL7P27","ribosomal protein L7 pseudogene 27","643906","ENSG00000220069.1"
"","","0","ENSG00000220076.1"
"LAP3P1","leucine aminopeptidase 3 pseudogene 1","100873864","ENSG00000220091.2"
"","","0","ENSG00000220105.2"
"","","0","ENSG00000220110.1"
"MTCYBP4","MT-CYB pseudogene 4","100873169","ENSG00000220113.2"
"MRPL32P1","mitochondrial ribosomal protein L32 pseudogene 1","359741","ENSG00000220125.1"
"","","0","ENSG00000220130.1"
"","","0","ENSG00000220131.1"
"","","0","ENSG00000220132.1"
"","","0","ENSG00000220139.1"
"","","0","ENSG00000220154.2"
"HNRNPA1P12","heterogeneous nuclear ribonucleoprotein A1 pseudogene 12","644037","ENSG00000220157.4"
"LINC02076","long intergenic non-protein coding RNA 2076","400579","ENSG00000220161.4"
"","","0","ENSG00000220181.1"
"HMGB3P18","high mobility group box 3 pseudogene 18","644502","ENSG00000220184.2"
"ZGLP1","zinc finger, GATA-like protein 1","100125288","ENSG00000220201.7"
"","","0","ENSG00000220204.1"
"VAMP2","vesicle associated membrane protein 2","6844","ENSG00000220205.8"
"OR4F1P","olfactory receptor family 4 subfamily F member 1 pseudogene","26685","ENSG00000220212.1"
"RPS24P12","ribosomal protein S24 pseudogene 12","100271098","ENSG00000220237.1"
"","","0","ENSG00000220240.1"
"ZNF402P","zinc finger protein 402, pseudogene","266673","ENSG00000220248.1"
"","","0","ENSG00000220256.3"
"ACTBP8","actin, beta pseudogene 8","68","ENSG00000220267.1"
"","","0","ENSG00000220291.1"
"HNRNPH1P1","heterogeneous nuclear ribonucleoprotein H1 pseudogene 1","100132803","ENSG00000220305.1"
"RPL35AP18","ribosomal protein L35a pseudogene 18","100271321","ENSG00000220311.1"
"HIST2H2BD","histone cluster 2 H2B family member d (pseudogene)","337874","ENSG00000220323.3"
"","","0","ENSG00000220326.2"
"MTCO1P56","MT-CO1 pseudogene 56",NA,"ENSG00000220340.1"
"PPIAP74","peptidylprolyl isomerase A pseudogene 74","131055","ENSG00000220343.5"
"","","0","ENSG00000220347.1"
"","","0","ENSG00000220349.4"
"","","0","ENSG00000220370.1"
"GSTA8P","glutathione S-transferase alpha 8, pseudogene","100420627","ENSG00000220377.1"
"KRT8P42","keratin 8 pseudogene 42","100418750","ENSG00000220378.3"
"FCF1P5","FCF1 pseudogene 5",NA,"ENSG00000220392.1"
"","","0","ENSG00000220412.1"
"TUBB3P1","tubulin beta 3 class III pseudogene 1","100288513","ENSG00000220418.1"
"","","0","ENSG00000220446.2"
"","","0","ENSG00000220447.1"
"","","0","ENSG00000220472.1"
"SLC25A51P1","solute carrier family 25 member 51 pseudogene 1","442229","ENSG00000220483.4"
"YAP1P1","Yes associated protein 1 pseudogene 1","442266","ENSG00000220494.4"
"EIF4EBP2P3","eukaryotic translation initiation factor 4E binding protein 2 pseudogene 3","100190924","ENSG00000220505.2"
"","","0","ENSG00000220506.2"
"MTND4LP20","MT-ND4L pseudogene 20",NA,"ENSG00000220514.1"
"PGAM1P10","phosphoglycerate mutase 1 pseudogene 10","100420633","ENSG00000220515.2"
"ASS1P1","argininosuccinate synthetase 1 pseudogene 1","442167","ENSG00000220517.2"
"","","0","ENSG00000220522.2"
"","","0","ENSG00000220537.1"
"","","0","ENSG00000220540.1"
"","","0","ENSG00000220541.4"
"VIM2P","vimentin 2, pseudogene","100130535","ENSG00000220548.3"
"RPL5P19","ribosomal protein L5 pseudogene 19","100270906","ENSG00000220553.1"
"","","0","ENSG00000220556.4"
"HMGB1P13","high mobility group box 1 pseudogene 13","100129706","ENSG00000220557.1"
"PKMP3","pyruvate kinase M1/2 pseudogene 3","100419758","ENSG00000220563.1"
"HTR5A-AS1","HTR5A antisense RNA 1","100128264","ENSG00000220575.7"
"VN1R12P","vomeronasal 1 receptor 12, pseudogene","387321","ENSG00000220581.1"
"RPL35P2","ribosomal protein L35 pseudogene 2","646766","ENSG00000220583.1"
"DDX18P6","DEAD-box helicase 18 pseudogene 6","100131370","ENSG00000220585.4"
"TUBBP9","tubulin beta class I pseudogene 9","442210","ENSG00000220586.1"
"SSR1P1","signal sequence receptor subunit 1 pseudogene 1","100420476","ENSG00000220598.1"
"","","0","ENSG00000220600.2"
"","","0","ENSG00000220614.1"
"KRASP1","KRAS proto-oncogene, GTPase pseudogene 1","3844","ENSG00000220635.2"
"","","0","ENSG00000220643.1"
"","","0","ENSG00000220660.2"
"RCC2P7","regulator of chromosome condensation 2 pseudogene 7","442221","ENSG00000220666.2"
"","","0","ENSG00000220685.3"
"","","0","ENSG00000220694.2"
"","","0","ENSG00000220695.1"
"","","0","ENSG00000220702.1"
"OR1F12","olfactory receptor family 1 subfamily F member 12","442179","ENSG00000220721.1"
"","","0","ENSG00000220725.1"
"","","0","ENSG00000220730.2"
"MTND3P20","MT-ND3 pseudogene 20",NA,"ENSG00000220733.1"
"","","0","ENSG00000220734.1"
"","","0","ENSG00000220739.2"
"RPL5P18","ribosomal protein L5 pseudogene 18","389428","ENSG00000220744.1"
"","","0","ENSG00000220745.2"
"","","0","ENSG00000220748.2"
"RPL21P28","ribosomal protein L21 pseudogene 28","100131205","ENSG00000220749.4"
"VN1R10P","vomeronasal 1 receptor 10 pseudogene","387316","ENSG00000220758.4"
"BOLA2P3","bolA family member 2 pseudogene 3",NA,"ENSG00000220771.2"
"RPSAP44","ribosomal protein SA pseudogene 44","652411","ENSG00000220773.1"
"MTMR9LP","myotubularin related protein 9-like, pseudogene","339483","ENSG00000220785.7"
"RPL21P119","ribosomal protein L21 pseudogene 119","653737","ENSG00000220793.5"
"LINC01881","long intergenic non-protein coding RNA 1881","728323","ENSG00000220804.8"
"NDUFA5P9","NADH:ubiquinone oxidoreductase subunit A5 pseudogene 9","100289579","ENSG00000220831.4"
"RPL21P16","ribosomal protein L21 pseudogene 16","729402","ENSG00000220842.6"
"RPS18P9","ribosomal protein S18 pseudogene 9","645958","ENSG00000220848.4"
"HSPE1P26","heat shock protein family E (Hsp10) member 1 pseudogene 26",NA,"ENSG00000220867.1"
"MRPL35P1","mitochondrial ribosomal protein L35 pseudogene 1","359742","ENSG00000220868.2"
"DNAJC19P6","DnaJ heat shock protein family (Hsp40) member C19 pseudogene 6","100861449","ENSG00000220871.1"
"HIST1H3PS1","histone cluster 1 H3 pseudogene 1","100289545","ENSG00000220875.1"
"MESTP1","mesoderm specific transcript pseudogene 1","338470","ENSG00000220884.2"
"","","0","ENSG00000220891.1"
"LINC02531","long intergenic non-protein coding RNA 2531","107986533","ENSG00000220908.2"
"","","0","ENSG00000220913.1"
"","","0","ENSG00000220918.1"
"","","0","ENSG00000220920.1"
"OSTCP4","oligosaccharyltransferase complex subunit pseudogene 4","645264","ENSG00000220924.4"
"IGBP1-AS2","IGBP1 antisense RNA 2",NA,"ENSG00000220925.2"
"HNRNPA1P41","heterogeneous nuclear ribonucleoprotein A1 pseudogene 41","100128701","ENSG00000220937.3"
"TRIM51GP","tripartite motif-containing 51G, pseudogene","120824","ENSG00000220948.4"
"","","0","ENSG00000220949.2"
"","","0","ENSG00000220960.1"
"","","0","ENSG00000220986.1"
"SNORD88C","small nucleolar RNA, C/D box 88C","692204","ENSG00000220988.1"
"RNU6ATAC29P","RNA, U6atac small nuclear 29, pseudogene","106481168","ENSG00000221015.1"
"MIR1323","microRNA 1323","100302255","ENSG00000221017.1"
"RNU6ATAC19P","RNA, U6atac small nuclear 19, pseudogene","106481165","ENSG00000221023.1"
"MIR1250","microRNA 1250","100302229","ENSG00000221025.1"
"MIR1231","microRNA 1231","100302158","ENSG00000221028.1"
"","","0","ENSG00000221031.1"
"MIR1272","microRNA 1272","100302184","ENSG00000221033.1"
"MIR1193","microRNA 1193","100422837","ENSG00000221036.5"
"RNU6ATAC7P","RNA, U6atac small nuclear 7, pseudogene","106479546","ENSG00000221038.1"
"MIR1286","microRNA 1286","100302118","ENSG00000221039.3"
"","","0","ENSG00000221040.2"
"","","0","ENSG00000221042.1"
"","","0","ENSG00000221043.2"
"","","0","ENSG00000221044.2"
"RNU6ATAC38P","RNA, U6atac small nuclear 38, pseudogene","106479559","ENSG00000221046.1"
"MIR1266","microRNA 1266","100302202","ENSG00000221052.3"
"MIR1302-3","microRNA 1302-3","100302128","ENSG00000221055.1"
"RNU6ATAC6P","RNA, U6atac small nuclear 6, pseudogene","106479545","ENSG00000221059.1"
"","","0","ENSG00000221060.1"
"MIR1296","microRNA 1296","100302150","ENSG00000221063.3"
"MIR1233-2","microRNA 1233-2","100422845","ENSG00000221065.1"
"SNORD111","small nucleolar RNA, C/D box 111","692214","ENSG00000221066.1"
"MIR320D2","microRNA 320d-2","100302169","ENSG00000221081.1"
"","","0","ENSG00000221083.1"
"MIR1302-5","microRNA 1302-5","100302146","ENSG00000221091.1"
"","","0","ENSG00000221093.1"
"SNORA11B","small nucleolar RNA, H/ACA box 11B","100124539","ENSG00000221102.1"
"RNU6ATAC30P","RNA, U6atac small nuclear 30, pseudogene","106481868","ENSG00000221114.1"
"SNORD110","small nucleolar RNA, C/D box 110","692213","ENSG00000221116.1"
"MIR1224","microRNA 1224","100187716","ENSG00000221120.1"
"","","0","ENSG00000221125.2"
"","","0","ENSG00000221139.1"
"","","0","ENSG00000221148.1"
"","","0","ENSG00000221164.1"
"MIR1207","microRNA 1207","100302175","ENSG00000221176.1"
"MIR1254-1","microRNA 1254-1","100302273","ENSG00000221184.1"
"MIR548M","microRNA 548m","100313772","ENSG00000221187.1"
"","","0","ENSG00000221190.1"
"MIR1253","microRNA 1253","100302208","ENSG00000221200.1"
"MIR1262","microRNA 1262","100302279","ENSG00000221203.1"
"RNU6ATAC15P","RNA, U6atac small nuclear 15, pseudogene","106481867","ENSG00000221206.1"
"MIR548E","microRNA 548e","100313921","ENSG00000221214.1"
"RNU6ATAC27P","RNA, U6atac small nuclear 27, pseudogene","106481167","ENSG00000221216.1"
"MIR1305","microRNA 1305","100302270","ENSG00000221227.1"
"MIR548L","microRNA 548l","100302275","ENSG00000221230.1"
"MIR1285-2","microRNA 1285-2","100302268","ENSG00000221238.1"
"MIR1258","microRNA 1258","100302172","ENSG00000221240.1"
"SNORD88A","small nucleolar RNA, C/D box 88A","692202","ENSG00000221241.1"
"","","0","ENSG00000221245.1"
"MIR1263","microRNA 1263","100302148","ENSG00000221251.1"
"RNU6ATAC37P","RNA, U6atac small nuclear 37, pseudogene","106479558","ENSG00000221255.1"
"MIR1208","microRNA 1208","100302281","ENSG00000221261.1"
"MIR548P","microRNA 548p","100302288","ENSG00000221263.1"
"MIR1284","microRNA 1284","100302112","ENSG00000221264.1"
"MIR1255A","microRNA 1255a","100302193","ENSG00000221265.1"
"MIR1302-8","microRNA 1302-8","100302223","ENSG00000221269.1"
"MIR1237","microRNA 1237","100302280","ENSG00000221273.1"
"MIR548I2","microRNA 548i-2","100302277","ENSG00000221275.1"
"MIR1289-2","microRNA 1289-2","100302134","ENSG00000221287.1"
"MIR663B","microRNA 663b","100313824","ENSG00000221288.1"
"","","0","ENSG00000221296.2"
"","","0","ENSG00000221300.1"
"SNORA79","small nucleolar RNA, H/ACA box 79","677845","ENSG00000221303.1"
"MIR548I3","microRNA 548i-3","100302186","ENSG00000221305.1"
"MIR1200","microRNA 1200","100302113","ENSG00000221325.1"
"MIR548Q","microRNA 548q","100313841","ENSG00000221331.1"
"","","0","ENSG00000221332.2"
"MIR548K","microRNA 548k","100313770","ENSG00000221333.1"
"RNU6ATAC18P","RNA, U6atac small nuclear 18, pseudogene","106479551","ENSG00000221340.1"
"","","0","ENSG00000221345.2"
"MIR548F5","microRNA 548f-5","100302239","ENSG00000221348.1"
"MIR1288","microRNA 1288","100302124","ENSG00000221355.1"
"RNU6ATAC20P","RNA, U6atac small nuclear 20, pseudogene","106480541","ENSG00000221363.1"
"MIR1228","microRNA 1228","100302201","ENSG00000221365.1"
"MIR548G","microRNA 548g","100313938","ENSG00000221369.1"
"MIR1265","microRNA 1265","100302116","ENSG00000221371.1"
"RNU6ATAC23P","RNA, U6atac small nuclear 23, pseudogene","106481166","ENSG00000221375.1"
"SNORD88B","small nucleolar RNA, C/D box 88B","692203","ENSG00000221381.1"
"RNU6ATAC8P","RNA, U6atac small nuclear 8, pseudogene","106481161","ENSG00000221387.1"
"MIR1295A","microRNA 1295a","100302178","ENSG00000221390.1"
"MIR1302-6","microRNA 1302-6","100302140","ENSG00000221393.1"
"MIR1229","microRNA 1229","100302156","ENSG00000221394.1"
"","","0","ENSG00000221398.1"
"","","0","ENSG00000221400.2"
"MIR320B2","microRNA 320b-2","100313769","ENSG00000221406.1"
"MIR1238","microRNA 1238","100302226","ENSG00000221410.1"
"MIR1227","microRNA 1227","100302283","ENSG00000221411.1"
"SNORA81","small nucleolar RNA, H/ACA box 81","677847","ENSG00000221420.2"
"MIR1283-1","microRNA 1283-1","100302265","ENSG00000221421.1"
"MIR1294","microRNA 1294","100302181","ENSG00000221430.1"
"MIR548F3","microRNA 548f-3","100302159","ENSG00000221436.1"
"RNU4ATAC16P","RNA, U4atac small nuclear 16, pseudogene","106481160","ENSG00000221439.1"
"RNU6ATAC31P","RNA, U6atac small nuclear 31, pseudogene","106481169","ENSG00000221440.1"
"MIR548F4","microRNA 548f-4","100313895","ENSG00000221442.1"
"MIR1301","microRNA 1301","100302246","ENSG00000221445.3"
"","","0","ENSG00000221455.2"
"MIR1202","microRNA 1202","100302259","ENSG00000221456.1"
"SNORA11C","small nucleolar RNA, H/ACA box 11C","100124540","ENSG00000221459.1"
"","","0","ENSG00000221461.2"
"MIR1277","microRNA 1277","100302214","ENSG00000221463.3"
"MIR1271","microRNA 1271","100302203","ENSG00000221464.1"
"","","0","ENSG00000221466.2"
"RNU6ATAC11P","RNA, U6atac small nuclear 11, pseudogene","106481162","ENSG00000221468.1"
"SNORA11D","small nucleolar RNA, H/ACA box 11D","100124541","ENSG00000221475.1"
"","","0","ENSG00000221476.2"
"MIR1251","microRNA 1251","100302289","ENSG00000221479.3"
"SNORA2C","small nucleolar RNA, H/ACA box 2C","677815","ENSG00000221491.2"
"MIR320C1","microRNA 320c-1","100302135","ENSG00000221493.1"
"MIR548I4","microRNA 548i-4","100302191","ENSG00000221494.1"
"","","0","ENSG00000221496.2"
"","","0","ENSG00000221498.1"
"SNORD100","small nucleolar RNA, C/D box 100","594838","ENSG00000221500.1"
"MIR1245A","microRNA 1245a","100302219","ENSG00000221502.1"
"RNU6ATAC40P","RNA, U6atac small nuclear 40, pseudogene","106479560","ENSG00000221507.1"
"MIR548O","microRNA 548o","100313829","ENSG00000221510.1"
"SNORD111B","small nucleolar RNA, C/D box 111B","100113402","ENSG00000221514.1"
"RNU6ATAC16P","RNA, U6atac small nuclear 16, pseudogene","106479550","ENSG00000221518.1"
"MIR1285-1","microRNA 1285-1","100302218","ENSG00000221520.1"
"MIR1185-1","microRNA 1185-1","100302157","ENSG00000221525.1"
"RNU6ATAC41P","RNA, U6atac small nuclear 41, pseudogene","106481869","ENSG00000221527.1"
"MIR1184-1","microRNA 1184-1","100302111","ENSG00000221533.1"
"MIR548H1","microRNA 548h-1","100313830","ENSG00000221537.1"
"SNORD99","small nucleolar RNA, C/D box 99","692212","ENSG00000221539.1"
"MIR1180","microRNA 1180","100302256","ENSG00000221540.1"
"MIR1255B2","microRNA 1255b-2","100313835","ENSG00000221545.1"
"MIR1283-2","microRNA 1283-2","100302205","ENSG00000221548.1"
"MIR1303","microRNA 1303","100302284","ENSG00000221552.1"
"RNU6ATAC10P","RNA, U6atac small nuclear 10, pseudogene","106480540","ENSG00000221562.1"
"MIR1269A","microRNA 1269a","100302177","ENSG00000221563.1"
"RNU6ATAC42P","RNA, U6atac small nuclear 42, pseudogene","106481173","ENSG00000221564.1"
"RNU6ATAC35P","RNA, U6atac small nuclear 35, pseudogene","106481171","ENSG00000221571.3"
"RNU6ATAC33P","RNA, U6atac small nuclear 33, pseudogene","106481170","ENSG00000221574.1"
"RNU6ATAC21P","RNA, U6atac small nuclear 21, pseudogene","106479552","ENSG00000221583.1"
"MIR1226","microRNA 1226","100302232","ENSG00000221585.1"
"MIR1261","microRNA 1261","100302228","ENSG00000221586.1"
"MIR548F1","microRNA 548f-1","100302192","ENSG00000221594.1"
"MIR1249","microRNA 1249","100302149","ENSG00000221598.3"
"RNU4ATAC2P","RNA, U4atac small nuclear 2, pseudogene","100873889","ENSG00000221601.1"
"","","0","ENSG00000221603.1"
"MIR1293","microRNA 1293","100302220","ENSG00000221604.1"
"","","0","ENSG00000221611.1"
"MIR1185-2","microRNA 1185-2","100302209","ENSG00000221614.1"
"MIR548H4","microRNA 548h-4","100313884","ENSG00000221616.1"
"MIR1302-4","microRNA 1302-4","100302130","ENSG00000221628.1"
"MIR1179","microRNA 1179","100302235","ENSG00000221630.3"
"","","0","ENSG00000221633.2"
"MIR1276","microRNA 1276","100302121","ENSG00000221634.1"
"","","0","ENSG00000221638.2"
"","","0","ENSG00000221639.1"
"MIR1268A","microRNA 1268a","100302233","ENSG00000221641.1"
"SNORA77","small nucleolar RNA, H/ACA box 77","677843","ENSG00000221643.1"
"MIR1233-1","microRNA 1233-1","100302160","ENSG00000221649.1"
"MIR1267","microRNA 1267","100302286","ENSG00000221650.1"
"MIR1225","microRNA 1225","100188847","ENSG00000221656.1"
"MIR1290","microRNA 1290","100302276","ENSG00000221662.1"
"MIR548N","microRNA 548n","100302152","ENSG00000221669.1"
"","","0","ENSG00000221673.2"
"RNU6ATAC","RNA, U6atac small nuclear (U12-dependent splicing)","100151684","ENSG00000221676.1"
"MIR1278","microRNA 1278","100302163","ENSG00000221680.1"
"MIR1275","microRNA 1275","100302123","ENSG00000221697.1"
"MIR548H3","microRNA 548h-3","100302287","ENSG00000221698.1"
"MIR302E","microRNA 302e","100313774","ENSG00000221703.1"
"SNORA11E","small nucleolar RNA, H/ACA box 11E","101340250","ENSG00000221705.1"
"MIR1298","microRNA 1298","100302153","ENSG00000221710.1"
"","","0","ENSG00000221711.1"
"SNORA11","small nucleolar RNA, H/ACA box 11","677799","ENSG00000221716.1"
"","","0","ENSG00000221719.1"
"RNU6ATAC25P","RNA, U6atac small nuclear 25, pseudogene","106480384","ENSG00000221725.1"
"MIR548I1","microRNA 548i-1","100302204","ENSG00000221737.1"
"MIR1203","microRNA 1203","100302211","ENSG00000221739.1"
"SNORD93","small nucleolar RNA, C/D box 93","692210","ENSG00000221740.1"
"MIR1197","microRNA 1197","100302250","ENSG00000221745.3"
"","","0","ENSG00000221750.1"
"MIR1273A","microRNA 1273a","100302165","ENSG00000221753.1"
"MIR1260A","microRNA 1260a","100302236","ENSG00000221754.1"
"MIR548J","microRNA 548j","100313914","ENSG00000221760.1"
"MIR1289-1","microRNA 1289-1","100302125","ENSG00000221763.1"
"","","0","ENSG00000221768.2"
"MIR1205","microRNA 1205","100302161","ENSG00000221771.1"
"MIR548F2","microRNA 548f-2","100313771","ENSG00000221782.1"
"MIR1183","microRNA 1183","100302122","ENSG00000221783.1"
"MIR1252","microRNA 1252","100302136","ENSG00000221788.1"
"MIR1282","microRNA 1282","100302254","ENSG00000221792.1"
"MIR548H2","microRNA 548h-2","100313773","ENSG00000221801.1"
"SNORD23","small nucleolar RNA, C/D box 23","692091","ENSG00000221803.1"
"RNU6ATAC34P","RNA, U6atac small nuclear 34, pseudogene","106479557","ENSG00000221806.1"
"MIR1256","microRNA 1256","100302155","ENSG00000221808.1"
"OR6B1","olfactory receptor family 6 subfamily B member 1","135946","ENSG00000221813.3"
"PPP3CB-AS1","PPP3CB antisense RNA 1 (head to head)","101929145","ENSG00000221817.9"
"EBF2","EBF transcription factor 2","64641","ENSG00000221818.8"
"GAS8-AS1","GAS8 antisense RNA 1","750","ENSG00000221819.5"
"C6orf226","chromosome 6 open reading frame 226","441150","ENSG00000221821.3"
"PPP3R1","protein phosphatase 3 regulatory subunit B, alpha","5534","ENSG00000221823.10"
"PSG3","pregnancy specific beta-1-glycoprotein 3","5671","ENSG00000221826.9"
"FANCG","FA complementation group G","2189","ENSG00000221829.9"
"OR2A5","olfactory receptor family 2 subfamily A member 5","393046","ENSG00000221836.2"
"KRTAP10-9","keratin associated protein 10-9","386676","ENSG00000221837.5"
"AP4M1","adaptor related protein complex 4 subunit mu 1","9179","ENSG00000221838.9"
"OR4A5","olfactory receptor family 4 subfamily A member 5","81318","ENSG00000221840.3"
"C2orf16","chromosome 2 open reading frame 16","84226","ENSG00000221843.3"
"DPP3P2","dipeptidyl peptidase 3 pseudogene 2","138971","ENSG00000221844.2"
"C7orf65","chromosome 7 open reading frame 65","401335","ENSG00000221845.4"
"","","0","ENSG00000221849.2"
"KRTAP1-5","keratin associated protein 1-5","83895","ENSG00000221852.4"
"TAS2R41","taste 2 receptor member 41","259287","ENSG00000221855.1"
"","","0","ENSG00000221857.7"
"OR2A12","olfactory receptor family 2 subfamily A member 12","346525","ENSG00000221858.2"
"KRTAP10-10","keratin associated protein 10-10","353333","ENSG00000221859.2"
"KRTAP12-2","keratin associated protein 12-2","353323","ENSG00000221864.4"
"PLXNA4","plexin A4","91584","ENSG00000221866.9"
"MAGEA3","MAGE family member A3","4102","ENSG00000221867.8"
"CEBPD","CCAAT enhancer binding protein delta","1052","ENSG00000221869.4"
"","","0","ENSG00000221870.2"
"ZNF816-ZNF321P","ZNF816-ZNF321P readthrough","100529240","ENSG00000221874.4"
"PSG7","pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)","5676","ENSG00000221878.11"
"MRPS21P3","mitochondrial ribosomal protein S21 pseudogene 3","359767","ENSG00000221879.3"
"KRTAP1-3","keratin associated protein 1-3","81850","ENSG00000221880.3"
"","","0","ENSG00000221882.2"
"ARIH2OS","ariadne RBR E3 ubiquitin protein ligase 2 opposite strand","646450","ENSG00000221883.2"
"ZBED8","zinc finger BED-type containing 8","63920","ENSG00000221886.3"
"HMSD","histocompatibility minor serpin domain containing","284293","ENSG00000221887.5"
"OR1C1","olfactory receptor family 1 subfamily C member 1","26188","ENSG00000221888.3"
"NPTXR","neuronal pentraxin receptor","23467","ENSG00000221890.2"
"FAM218BP","family with sequence similarity 218 member B, pseudogene",NA,"ENSG00000221891.2"
"POM121L12","POM121 transmembrane nucleoporin like 12","285877","ENSG00000221900.5"
"FAM200A","family with sequence similarity 200 member A","221786","ENSG00000221909.2"
"OR2F2","olfactory receptor family 2 subfamily F member 2","135948","ENSG00000221910.2"
"PPP2R2A","protein phosphatase 2 regulatory subunit Balpha","5520","ENSG00000221914.8"
"C19orf73","chromosome 19 open reading frame 73","55150","ENSG00000221916.3"
"ZNF880","zinc finger protein 880","400713","ENSG00000221923.8"
"TRIM16","tripartite motif containing 16","10626","ENSG00000221926.11"
"FAM45BP","family with sequence similarity 45 member B, pseudogene","55855","ENSG00000221930.6"
"OR6X1","olfactory receptor family 6 subfamily X member 1","390260","ENSG00000221931.2"
"HEPN1","hepatocellular carcinoma, down-regulated 1","641654","ENSG00000221932.6"
"OR2A25","olfactory receptor family 2 subfamily A member 25","392138","ENSG00000221933.2"
"TAS2R40","taste 2 receptor member 40","259286","ENSG00000221937.4"
"OR2A14","olfactory receptor family 2 subfamily A member 14","135941","ENSG00000221938.3"
"TIGD1","tigger transposable element derived 1","200765","ENSG00000221944.5"
"FXYD7","FXYD domain containing ion transport regulator 7","53822","ENSG00000221946.7"
"XKR9","XK related 9","389668","ENSG00000221947.7"
"LINC01465","long intergenic non-protein coding RNA 1465","283416","ENSG00000221949.5"
"C1orf229","chromosome 1 open reading frame 229","388759","ENSG00000221953.5"
"OR4C12","olfactory receptor family 4 subfamily C member 12","283093","ENSG00000221954.2"
"SLC12A8","solute carrier family 12 member 8","84561","ENSG00000221955.10"
"KIR2DS4","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4","3809","ENSG00000221957.8"
"PRR21","proline rich 21","643905","ENSG00000221961.3"
"TMEM14EP","transmembrane protein 14E, pseudogene","645843","ENSG00000221962.4"
"APOL6","apolipoprotein L6","80830","ENSG00000221963.5"
"FADS3","fatty acid desaturase 3","3995","ENSG00000221968.8"
"OR2A1","olfactory receptor family 2 subfamily A member 1","346528","ENSG00000221970.1"
"TTC4P1","tetratricopeptide repeat domain 4 pseudogene 1","222052","ENSG00000221971.3"
"C3orf36","chromosome 3 open reading frame 36","80111","ENSG00000221972.3"
"OR4E2","olfactory receptor family 4 subfamily E member 2","26686","ENSG00000221977.1"
"CCNL2","cyclin L2","81669","ENSG00000221978.11"
"UBA52","ubiquitin A-52 residue ribosomal protein fusion product 1","7311","ENSG00000221983.7"
"MYBPHL","myosin binding protein H like","343263","ENSG00000221986.6"
"PPT2","palmitoyl-protein thioesterase 2","9374","ENSG00000221988.12"
